exp,video,segment,SubSegment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
22_08_2024,2024-08-22_10_40_00_000,1,1.0,878,22_08_2024/2024-08-22_10_40_00_000/1/878.jpg,1,,[1980],"[[277.0, 275.0]]",[0.7188224],[227.05],[0],[3596.0],"[[278.0, 276.0]]","[[58.0, 62.0]]",1980.0,3596.0,227.05,58.0,58.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,879,22_08_2024/2024-08-22_10_40_00_000/1/879.jpg,1,,[1984],"[[277.0, 275.0]]",[0.7110214],[227.04],[0],[3596.0],"[[278.0, 276.0]]","[[58.0, 62.0]]",1984.0,3596.0,227.04,58.0,58.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,880,22_08_2024/2024-08-22_10_40_00_000/1/880.jpg,4,,"[1922, 1450, 939, 1076]","[[278.0, 274.0], [313.0, 235.0], [303.0, 231.0], [316.0, 238.0]]","[0.77127266, 0.52101934, 0.45974064, 0.35312003]","[229.6, 215.76, 209.99, 222.43]","[0, 0, 0, 0]","[3528.0, 3498.0, 1564.0, 2279.0]","[[279.0, 274.0], [312.0, 239.0], [305.0, 232.0], [317.0, 241.0]]","[[56.0, 63.0], [66.0, 53.0], [46.0, 34.0], [53.0, 43.0]]",1346.75,2717.25,219.445,55.25,55.25,30.71,29.69,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,881,22_08_2024/2024-08-22_10_40_00_000/1/881.jpg,4,,"[1922, 1450, 939, 1076]","[[278.0, 274.0], [313.0, 235.0], [303.0, 231.0], [316.0, 238.0]]","[0.77117765, 0.52067626, 0.45949063, 0.3530565]","[229.6, 215.76, 209.99, 222.43]","[0, 0, 0, 0]","[3528.0, 3498.0, 1564.0, 2279.0]","[[279.0, 274.0], [312.0, 239.0], [305.0, 232.0], [317.0, 241.0]]","[[56.0, 63.0], [66.0, 53.0], [46.0, 34.0], [53.0, 43.0]]",1346.75,2717.25,219.445,55.25,55.25,30.71,29.69,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,882,22_08_2024/2024-08-22_10_40_00_000/1/882.jpg,3,,"[2180, 1575, 208]","[[277.0, 275.0], [312.0, 237.0], [270.0, 438.0]]","[0.73060364, 0.64031804, 0.38529187]","[231.54, 214.81, 169.42]","[0, 0, 0]","[4087.0, 3264.0, 260.0]","[[279.0, 274.0], [311.0, 240.0], [269.0, 439.0]]","[[61.0, 67.0], [64.0, 51.0], [13.0, 20.0]]",1321.0,2537.0,205.2566667,46.0,46.0,140.05,138.46,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,883,22_08_2024/2024-08-22_10_40_00_000/1/883.jpg,3,,"[2184, 1567, 213]","[[277.0, 275.0], [312.0, 237.0], [270.0, 439.0]]","[0.734233, 0.6327481, 0.3717039]","[231.4, 214.74, 169.22]","[0, 0, 0]","[4087.0, 3328.0, 252.0]","[[279.0, 274.0], [311.0, 240.0], [270.0, 440.0]]","[[61.0, 67.0], [64.0, 52.0], [12.0, 21.0]]",1321.333333,2555.666667,205.12,45.66666667,45.66666667,140.71,139.03,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,884,22_08_2024/2024-08-22_10_40_00_000/1/884.jpg,2,,"[2177, 363]","[[276.0, 275.0], [291.0, 235.0]]","[0.7087324, 0.63096714]","[235.62, 212.06]","[0, 0]","[3776.0, 483.0]","[[279.0, 274.0], [291.0, 236.0]]","[[59.0, 64.0], [21.0, 23.0]]",1270.0,2129.5,223.84,40.0,40.0,42.72,39.85,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,885,22_08_2024/2024-08-22_10_40_00_000/1/885.jpg,2,,"[2180, 363]","[[276.0, 275.0], [291.0, 235.0]]","[0.71026796, 0.6311771]","[235.56, 212.06]","[0, 0]","[3776.0, 483.0]","[[279.0, 274.0], [291.0, 236.0]]","[[59.0, 64.0], [21.0, 23.0]]",1271.5,2129.5,223.81,40.0,40.0,42.72,39.85,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,886,22_08_2024/2024-08-22_10_40_00_000/1/886.jpg,3,,"[2259, 159, 284]","[[276.0, 274.0], [365.0, 310.0], [265.0, 478.0]]","[0.6881034, 0.47858897, 0.44105032]","[238.08, 208.22, 209.29]","[0, 0, 0]","[4080.0, 221.0, 350.0]","[[279.0, 274.0], [365.0, 311.0], [265.0, 479.0]]","[[60.0, 68.0], [13.0, 17.0], [14.0, 25.0]]",900.6666667,1550.333333,218.53,29.0,29.0,165.27,164.87,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,887,22_08_2024/2024-08-22_10_40_00_000/1/887.jpg,3,,"[2266, 159, 284]","[[276.0, 274.0], [365.0, 310.0], [265.0, 478.0]]","[0.68636763, 0.47314173, 0.4400643]","[237.89, 208.22, 209.29]","[0, 0, 0]","[4080.0, 221.0, 350.0]","[[279.0, 274.0], [365.0, 311.0], [265.0, 479.0]]","[[60.0, 68.0], [13.0, 17.0], [14.0, 25.0]]",903.0,1550.333333,218.4666667,29.0,29.0,165.27,164.87,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,888,22_08_2024/2024-08-22_10_40_00_000/1/888.jpg,2,,"[2154, 282]","[[277.0, 277.0], [265.0, 480.0]]","[0.7249694, 0.3877496]","[224.21, 214.63]","[0, 0]","[4020.0, 312.0]","[[279.0, 278.0], [265.0, 480.0]]","[[60.0, 67.0], [13.0, 24.0]]",1218.0,2166.0,219.42,36.5,36.5,203.35,202.48,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,889,22_08_2024/2024-08-22_10_40_00_000/1/889.jpg,2,,"[2153, 282]","[[277.0, 277.0], [265.0, 480.0]]","[0.724751, 0.38797426]","[224.23, 214.63]","[0, 0]","[4020.0, 312.0]","[[279.0, 278.0], [265.0, 480.0]]","[[60.0, 67.0], [13.0, 24.0]]",1217.5,2166.0,219.43,36.5,36.5,203.35,202.48,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,890,22_08_2024/2024-08-22_10_40_00_000/1/890.jpg,3,,"[2019, 695, 338]","[[279.0, 277.0], [310.0, 344.0], [264.0, 477.0]]","[0.7746271, 0.6476409, 0.47047433]","[222.92, 214.67, 217.73]","[0, 0, 0]","[4464.0, 1026.0, 378.0]","[[281.0, 279.0], [310.0, 346.0], [265.0, 478.0]]","[[62.0, 72.0], [27.0, 38.0], [14.0, 27.0]]",1017.333333,1956.0,218.44,34.33333333,34.33333333,138.37,137.37,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,891,22_08_2024/2024-08-22_10_40_00_000/1/891.jpg,3,,"[2016, 696, 338]","[[279.0, 277.0], [310.0, 344.0], [264.0, 477.0]]","[0.77489245, 0.6433422, 0.47024667]","[222.99, 214.84, 217.73]","[0, 0, 0]","[4464.0, 1026.0, 378.0]","[[281.0, 279.0], [310.0, 346.0], [265.0, 478.0]]","[[62.0, 72.0], [27.0, 38.0], [14.0, 27.0]]",1016.666667,1956.0,218.52,34.33333333,34.33333333,138.37,137.37,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,892,22_08_2024/2024-08-22_10_40_00_000/1/892.jpg,5,,"[354, 2018, 170, 386, 450]","[[294.0, 237.0], [281.0, 278.0], [309.0, 352.0], [265.0, 476.0], [367.0, 309.0]]","[0.59991795, 0.5948253, 0.52206784, 0.49966246, 0.37425566]","[218.27, 206.9, 187.07, 216.72, 207.88]","[0, 0, 0, 0, 0]","[420.0, 4260.0, 221.0, 435.0, 891.0]","[[294.0, 238.0], [283.0, 279.0], [309.0, 353.0], [265.0, 477.0], [366.0, 308.0]]","[[21.0, 20.0], [60.0, 71.0], [13.0, 17.0], [15.0, 29.0], [27.0, 33.0]]",675.6,1245.4,207.368,27.2,27.2,127.09,126.58,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,893,22_08_2024/2024-08-22_10_40_00_000/1/893.jpg,5,,"[356, 2021, 170, 386, 450]","[[293.0, 237.0], [281.0, 278.0], [309.0, 352.0], [265.0, 476.0], [367.0, 309.0]]","[0.61073726, 0.591512, 0.5219331, 0.49959704, 0.37503394]","[216.71, 206.83, 187.07, 216.72, 207.88]","[0, 0, 0, 0, 0]","[420.0, 4260.0, 221.0, 435.0, 891.0]","[[293.0, 238.0], [283.0, 279.0], [309.0, 353.0], [265.0, 477.0], [366.0, 308.0]]","[[21.0, 20.0], [60.0, 71.0], [13.0, 17.0], [15.0, 29.0], [27.0, 33.0]]",676.6,1245.4,207.042,27.2,27.2,127.14,126.63,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,894,22_08_2024/2024-08-22_10_40_00_000/1/894.jpg,7,,"[1770, 444, 294, 510, 377, 188, 210]","[[280.0, 276.0], [294.0, 235.0], [308.0, 350.0], [264.0, 474.0], [265.0, 477.0], [364.0, 313.0], [331.0, 248.0]]","[0.72821116, 0.5931594, 0.5155771, 0.4364354, 0.42146838, 0.4120046, 0.33856252]","[220.1, 225.04, 188.38, 212.69, 221.88, 228.88, 217.84]","[0, 0, 0, 0, 0, 0, 0]","[3654.0, 529.0, 450.0, 608.0, 392.0, 288.0, 240.0]","[[281.0, 275.0], [295.0, 236.0], [309.0, 351.0], [264.0, 474.0], [265.0, 477.0], [365.0, 314.0], [332.0, 248.0]]","[[58.0, 63.0], [23.0, 23.0], [18.0, 25.0], [16.0, 38.0], [14.0, 28.0], [18.0, 16.0], [12.0, 20.0]]",541.8571429,880.1428571,216.4014286,22.71428571,22.71428571,132.65,132.7,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,895,22_08_2024/2024-08-22_10_40_00_000/1/895.jpg,8,,"[1762, 429, 295, 510, 377, 201, 210, 310]","[[280.0, 276.0], [294.0, 236.0], [308.0, 350.0], [264.0, 474.0], [265.0, 477.0], [364.0, 314.0], [331.0, 248.0], [365.0, 311.0]]","[0.73140544, 0.59121794, 0.5152827, 0.4363004, 0.4214516, 0.40645736, 0.33872044, 0.31855953]","[220.51, 226.14, 188.49, 212.69, 221.88, 227.91, 217.84, 224.98]","[0, 0, 0, 0, 0, 0, 0, 0]","[3654.0, 529.0, 450.0, 608.0, 392.0, 304.0, 240.0, 484.0]","[[281.0, 275.0], [295.0, 236.0], [309.0, 351.0], [264.0, 474.0], [265.0, 477.0], [365.0, 314.0], [332.0, 248.0], [365.0, 312.0]]","[[58.0, 63.0], [23.0, 23.0], [18.0, 25.0], [16.0, 38.0], [14.0, 28.0], [19.0, 16.0], [12.0, 20.0], [22.0, 22.0]]",511.75,832.625,217.555,22.75,22.75,125.18,125.28,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,896,22_08_2024/2024-08-22_10_40_00_000/1/896.jpg,6,,"[2225, 779, 441, 315, 397, 543]","[[278.0, 277.0], [373.0, 300.0], [292.0, 237.0], [265.0, 476.0], [368.0, 307.0], [371.0, 303.0]]","[0.7165288, 0.48306236, 0.43482804, 0.41315356, 0.3277525, 0.30253282]","[233.08, 210.23, 219.88, 217.18, 228.26, 216.99]","[0, 0, 0, 0, 0, 0]","[4154.0, 1927.0, 644.0, 351.0, 837.0, 1209.0]","[[279.0, 278.0], [374.0, 301.0], [293.0, 239.0], [265.0, 477.0], [372.0, 307.0], [370.0, 302.0]]","[[62.0, 67.0], [41.0, 47.0], [23.0, 28.0], [13.0, 27.0], [31.0, 27.0], [31.0, 39.0]]",783.3333333,1520.333333,220.9366667,33.5,33.5,113.66,113.56,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,897,22_08_2024/2024-08-22_10_40_00_000/1/897.jpg,6,,"[2223, 779, 440, 315, 397, 543]","[[278.0, 277.0], [373.0, 300.0], [292.0, 237.0], [265.0, 476.0], [368.0, 307.0], [371.0, 303.0]]","[0.7180982, 0.48195305, 0.43795785, 0.41191146, 0.32691863, 0.30209282]","[233.1, 210.23, 219.84, 217.18, 228.26, 216.99]","[0, 0, 0, 0, 0, 0]","[4154.0, 1927.0, 621.0, 351.0, 806.0, 1209.0]","[[279.0, 278.0], [374.0, 301.0], [293.0, 239.0], [265.0, 477.0], [372.0, 307.0], [370.0, 302.0]]","[[62.0, 67.0], [41.0, 47.0], [23.0, 27.0], [13.0, 27.0], [31.0, 26.0], [31.0, 39.0]]",782.8333333,1511.333333,220.9333333,33.5,33.5,113.66,113.56,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,898,22_08_2024/2024-08-22_10_40_00_000/1/898.jpg,6,,"[1707, 464, 407, 930, 580, 659]","[[279.0, 275.0], [325.0, 243.0], [264.0, 475.0], [311.0, 340.0], [323.0, 242.0], [311.0, 344.0]]","[0.7515469, 0.5227309, 0.44285065, 0.42381048, 0.3696106, 0.34152406]","[230.57, 219.96, 215.58, 225.45, 216.89, 224.93]","[0, 0, 0, 0, 0, 0]","[3717.0, 667.0, 448.0, 1575.0, 1089.0, 945.0]","[[280.0, 278.0], [326.0, 244.0], [264.0, 476.0], [313.0, 342.0], [323.0, 244.0], [311.0, 346.0]]","[[59.0, 63.0], [23.0, 29.0], [14.0, 32.0], [35.0, 45.0], [33.0, 33.0], [27.0, 35.0]]",791.1666667,1406.833333,222.23,31.83333333,31.83333333,108.67,108.57,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,899,22_08_2024/2024-08-22_10_40_00_000/1/899.jpg,6,,"[1713, 463, 408, 929, 576, 659]","[[279.0, 275.0], [325.0, 243.0], [264.0, 475.0], [311.0, 340.0], [323.0, 242.0], [311.0, 344.0]]","[0.7568887, 0.51927024, 0.4419143, 0.42301247, 0.36703396, 0.3412759]","[230.23, 219.94, 215.35, 225.51, 216.81, 224.93]","[0, 0, 0, 0, 0, 0]","[3780.0, 667.0, 462.0, 1575.0, 1056.0, 945.0]","[[280.0, 278.0], [326.0, 244.0], [264.0, 476.0], [313.0, 342.0], [323.0, 244.0], [311.0, 346.0]]","[[60.0, 63.0], [23.0, 29.0], [14.0, 33.0], [35.0, 45.0], [33.0, 32.0], [27.0, 35.0]]",791.3333333,1414.166667,222.1283333,32.0,32.0,108.67,108.57,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,900,22_08_2024/2024-08-22_10_40_00_000/1/900.jpg,6,,"[1695, 374, 760, 405, 564, 485]","[[280.0, 276.0], [264.0, 475.0], [309.0, 340.0], [327.0, 245.0], [310.0, 343.0], [326.0, 244.0]]","[0.8021987, 0.5386803, 0.36332873, 0.33909658, 0.3270957, 0.30492598]","[221.72, 208.38, 216.58, 225.93, 216.19, 224.46]","[0, 0, 0, 0, 0, 0]","[3480.0, 420.0, 1150.0, 513.0, 777.0, 748.0]","[[280.0, 278.0], [264.0, 476.0], [310.0, 343.0], [328.0, 245.0], [310.0, 346.0], [326.0, 244.0]]","[[58.0, 60.0], [14.0, 30.0], [25.0, 46.0], [19.0, 27.0], [21.0, 37.0], [22.0, 34.0]]",713.8333333,1181.333333,218.8766667,26.5,26.5,107.59,108.63,1,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,901,22_08_2024/2024-08-22_10_40_00_000/1/901.jpg,6,,"[1695, 374, 761, 409, 564, 484]","[[280.0, 276.0], [264.0, 475.0], [309.0, 340.0], [327.0, 245.0], [310.0, 343.0], [326.0, 244.0]]","[0.7994712, 0.5386615, 0.3631135, 0.3430909, 0.32763785, 0.30824134]","[221.72, 208.38, 216.37, 225.87, 216.19, 224.44]","[0, 0, 0, 0, 0, 0]","[3480.0, 420.0, 1150.0, 513.0, 777.0, 748.0]","[[280.0, 278.0], [264.0, 476.0], [310.0, 343.0], [328.0, 244.0], [310.0, 346.0], [326.0, 245.0]]","[[58.0, 60.0], [14.0, 30.0], [25.0, 46.0], [19.0, 27.0], [21.0, 37.0], [22.0, 34.0]]",714.5,1181.333333,218.8283333,26.5,26.5,107.59,108.63,0,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,902,22_08_2024/2024-08-22_10_40_00_000/1/902.jpg,5,,"[1263, 1493, 256, 279, 123]","[[311.0, 235.0], [282.0, 275.0], [271.0, 434.0], [265.0, 477.0], [342.0, 221.0]]","[0.65532815, 0.61410385, 0.3984892, 0.39822257, 0.34933937]","[220.51, 220.85, 163.41, 203.08, 197.08]","[0, 0, 0, 0, 0]","[2408.0, 2610.0, 308.0, 350.0, 156.0]","[[309.0, 237.0], [284.0, 274.0], [271.0, 435.0], [265.0, 478.0], [342.0, 221.0]]","[[56.0, 43.0], [45.0, 58.0], [14.0, 22.0], [14.0, 25.0], [12.0, 13.0]]",682.8,1166.4,200.986,28.2,28.2,151.08,151.01,0,1,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,903,22_08_2024/2024-08-22_10_40_00_000/1/903.jpg,5,,"[1216, 1489, 279, 256, 123]","[[311.0, 236.0], [282.0, 275.0], [265.0, 477.0], [271.0, 434.0], [342.0, 221.0]]","[0.6633918, 0.613966, 0.39624456, 0.38841236, 0.3555318]","[221.33, 220.96, 203.08, 163.41, 196.73]","[0, 0, 0, 0, 0]","[2296.0, 2610.0, 350.0, 308.0, 156.0]","[[310.0, 238.0], [284.0, 274.0], [265.0, 478.0], [271.0, 435.0], [342.0, 221.0]]","[[56.0, 41.0], [45.0, 58.0], [14.0, 25.0], [14.0, 22.0], [12.0, 13.0]]",672.6,1144.0,201.102,28.2,28.2,150.85,150.78,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,904,22_08_2024/2024-08-22_10_40_00_000/1/904.jpg,3,,"[1969, 759, 248]","[[279.0, 277.0], [299.0, 231.0], [264.0, 479.0]]","[0.7163454, 0.5323489, 0.47960028]","[222.48, 213.65, 206.08]","[0, 0, 0]","[3776.0, 1184.0, 264.0]","[[280.0, 276.0], [300.0, 232.0], [265.0, 480.0]]","[[59.0, 64.0], [37.0, 32.0], [12.0, 22.0]]",992.0,1741.333333,214.07,36.0,36.0,167.72,167.78,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,905,22_08_2024/2024-08-22_10_40_00_000/1/905.jpg,3,,"[1968, 759, 248]","[[279.0, 277.0], [299.0, 231.0], [264.0, 479.0]]","[0.7164982, 0.5281083, 0.47968134]","[222.5, 213.65, 206.08]","[0, 0, 0]","[3776.0, 1184.0, 264.0]","[[280.0, 276.0], [300.0, 232.0], [265.0, 480.0]]","[[59.0, 64.0], [37.0, 32.0], [12.0, 22.0]]",991.6666667,1741.333333,214.0766667,36.0,36.0,167.72,167.78,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,906,22_08_2024/2024-08-22_10_40_00_000/1/906.jpg,4,,"[1526, 2074, 276, 969]","[[312.0, 235.0], [277.0, 278.0], [265.0, 477.0], [305.0, 233.0]]","[0.6554639, 0.5514496, 0.46017313, 0.32299966]","[214.53, 212.1, 202.08, 211.66]","[0, 0, 0, 0]","[2655.0, 3864.0, 336.0, 1628.0]","[[310.0, 236.0], [280.0, 278.0], [265.0, 479.0], [304.0, 234.0]]","[[59.0, 45.0], [56.0, 69.0], [14.0, 24.0], [44.0, 37.0]]",1211.25,2120.75,210.0925,43.25,43.25,134.81,134.14,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,907,22_08_2024/2024-08-22_10_40_00_000/1/907.jpg,4,,"[1522, 2062, 276, 969]","[[312.0, 235.0], [277.0, 278.0], [265.0, 477.0], [305.0, 233.0]]","[0.65472084, 0.5563457, 0.4601619, 0.32262558]","[214.48, 212.31, 202.08, 211.66]","[0, 0, 0, 0]","[2655.0, 3795.0, 336.0, 1628.0]","[[310.0, 236.0], [280.0, 278.0], [265.0, 479.0], [304.0, 234.0]]","[[59.0, 45.0], [55.0, 69.0], [14.0, 24.0], [44.0, 37.0]]",1207.25,2103.5,210.1325,43.0,43.0,134.81,134.14,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,908,22_08_2024/2024-08-22_10_40_00_000/1/908.jpg,2,,"[1927, 987]","[[278.0, 275.0], [306.0, 231.0]]","[0.738324, 0.6032067]","[233.06, 227.13]","[0, 0]","[3410.0, 1518.0]","[[279.0, 274.0], [307.0, 231.0]]","[[55.0, 62.0], [46.0, 33.0]]",1457.0,2464.0,230.095,50.5,50.5,52.15,51.31,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,909,22_08_2024/2024-08-22_10_40_00_000/1/909.jpg,2,,"[1927, 987]","[[278.0, 275.0], [306.0, 231.0]]","[0.738324, 0.6032067]","[233.06, 227.13]","[0, 0]","[3410.0, 1518.0]","[[279.0, 274.0], [307.0, 231.0]]","[[55.0, 62.0], [46.0, 33.0]]",1457.0,2464.0,230.095,50.5,50.5,52.15,51.31,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,910,22_08_2024/2024-08-22_10_40_00_000/1/910.jpg,3,,"[1348, 2249, 1061]","[[311.0, 237.0], [279.0, 277.0], [306.0, 235.0]]","[0.7342876, 0.653649, 0.39587897]","[218.24, 226.05, 217.05]","[0, 0, 0]","[2520.0, 4209.0, 1700.0]","[[311.0, 238.0], [279.0, 277.0], [306.0, 234.0]]","[[60.0, 42.0], [61.0, 69.0], [50.0, 34.0]]",1552.666667,2809.666667,220.4466667,57.0,57.0,35.51,35.88,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,911,22_08_2024/2024-08-22_10_40_00_000/1/911.jpg,3,,"[1348, 2248, 1061]","[[311.0, 237.0], [279.0, 277.0], [306.0, 235.0]]","[0.7342617, 0.6536362, 0.39588213]","[218.24, 226.06, 217.05]","[0, 0, 0]","[2520.0, 4209.0, 1700.0]","[[311.0, 238.0], [279.0, 277.0], [306.0, 234.0]]","[[60.0, 42.0], [61.0, 69.0], [50.0, 34.0]]",1552.333333,2809.666667,220.45,57.0,57.0,35.51,35.88,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,912,22_08_2024/2024-08-22_10_40_00_000/1/912.jpg,2,,"[2043, 759]","[[277.0, 276.0], [321.0, 238.0]]","[0.6815173, 0.44224298]","[227.62, 220.58]","[0, 0]","[3584.0, 1548.0]","[[278.0, 277.0], [321.0, 238.0]]","[[56.0, 64.0], [36.0, 43.0]]",1401.0,2566.0,224.1,46.0,46.0,58.14,58.05,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,913,22_08_2024/2024-08-22_10_40_00_000/1/913.jpg,3,,"[2047, 720, 237]","[[277.0, 276.0], [321.0, 238.0], [264.0, 479.0]]","[0.67823124, 0.48995626, 0.32950324]","[227.56, 221.55, 185.65]","[0, 0, 0]","[3584.0, 1394.0, 280.0]","[[278.0, 277.0], [321.0, 239.0], [264.0, 480.0]]","[[56.0, 64.0], [34.0, 41.0], [14.0, 20.0]]",1001.333333,1752.666667,211.5866667,34.66666667,34.66666667,169.73,169.51,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,914,22_08_2024/2024-08-22_10_40_00_000/1/914.jpg,5,,"[1785, 716, 954, 512, 199]","[[279.0, 275.0], [373.0, 301.0], [307.0, 235.0], [296.0, 234.0], [265.0, 478.0]]","[0.7383329, 0.611085, 0.44802392, 0.4395816, 0.35331565]","[224.27, 202.02, 207.18, 206.46, 180.97]","[0, 0, 0, 0, 0]","[3410.0, 1755.0, 1850.0, 624.0, 228.0]","[[281.0, 276.0], [372.0, 302.0], [308.0, 238.0], [296.0, 235.0], [266.0, 478.0]]","[[55.0, 62.0], [39.0, 45.0], [50.0, 37.0], [24.0, 26.0], [12.0, 19.0]]",833.2,1573.4,204.18,36.0,36.0,130.06,128.56,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,915,22_08_2024/2024-08-22_10_40_00_000/1/915.jpg,5,,"[1784, 716, 953, 512, 199]","[[279.0, 275.0], [373.0, 301.0], [306.0, 235.0], [296.0, 234.0], [265.0, 478.0]]","[0.73646885, 0.60856634, 0.4455742, 0.4369662, 0.35107884]","[224.11, 202.02, 207.22, 206.49, 180.97]","[0, 0, 0, 0, 0]","[3410.0, 1755.0, 1850.0, 624.0, 228.0]","[[281.0, 276.0], [372.0, 302.0], [308.0, 238.0], [296.0, 235.0], [266.0, 478.0]]","[[55.0, 62.0], [39.0, 45.0], [50.0, 37.0], [24.0, 26.0], [12.0, 19.0]]",832.8,1573.4,204.162,36.0,36.0,129.96,128.56,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,916,22_08_2024/2024-08-22_10_40_00_000/1/916.jpg,4,,"[1589, 415, 709, 287]","[[280.0, 275.0], [293.0, 237.0], [374.0, 299.0], [263.0, 478.0]]","[0.7620355, 0.6079795, 0.40482575, 0.34793735]","[225.26, 220.57, 202.76, 182.22]","[0, 0, 0, 0]","[2950.0, 525.0, 1968.0, 330.0]","[[281.0, 274.0], [294.0, 237.0], [373.0, 300.0], [264.0, 479.0]]","[[50.0, 59.0], [25.0, 21.0], [41.0, 48.0], [15.0, 22.0]]",750.0,1443.25,207.7025,32.75,32.75,149.4,149.17,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,917,22_08_2024/2024-08-22_10_40_00_000/1/917.jpg,4,,"[1595, 418, 694, 287]","[[280.0, 275.0], [293.0, 237.0], [374.0, 299.0], [263.0, 478.0]]","[0.7607376, 0.59350103, 0.39115053, 0.34343123]","[224.99, 220.65, 202.45, 182.17]","[0, 0, 0, 0]","[2950.0, 525.0, 1927.0, 330.0]","[[281.0, 274.0], [294.0, 237.0], [373.0, 300.0], [264.0, 480.0]]","[[50.0, 59.0], [25.0, 21.0], [41.0, 47.0], [15.0, 22.0]]",748.5,1433.0,207.565,32.75,32.75,149.4,149.64,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,918,22_08_2024/2024-08-22_10_40_00_000/1/918.jpg,3,,"[1681, 345, 259]","[[280.0, 274.0], [293.0, 238.0], [265.0, 476.0]]","[0.72156495, 0.6433709, 0.37666383]","[229.02, 213.63, 199.33]","[0, 0, 0]","[3074.0, 441.0, 288.0]","[[280.0, 274.0], [294.0, 238.0], [265.0, 477.0]]","[[53.0, 58.0], [21.0, 21.0], [12.0, 24.0]]",761.6666667,1267.666667,213.9933333,28.66666667,28.66666667,160.16,160.98,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,919,22_08_2024/2024-08-22_10_40_00_000/1/919.jpg,3,,"[1681, 345, 259]","[[280.0, 274.0], [293.0, 238.0], [265.0, 476.0]]","[0.72158986, 0.6433947, 0.3757667]","[229.02, 213.63, 199.33]","[0, 0, 0]","[3074.0, 441.0, 288.0]","[[280.0, 274.0], [294.0, 238.0], [265.0, 477.0]]","[[53.0, 58.0], [21.0, 21.0], [12.0, 24.0]]",761.6666667,1267.666667,213.9933333,28.66666667,28.66666667,160.16,160.98,0,0,0
22_08_2024,2024-08-22_10_40_00_000,1,1.0,920,22_08_2024/2024-08-22_10_40_00_000/1/920.jpg,2,,"[1816, 466]","[[278.0, 274.0], [325.0, 241.0]]","[0.7668131, 0.5167459]","[226.14, 208.76]","[0, 0]","[3127.0, 864.0]","[[279.0, 273.0], [325.0, 242.0]]","[[53.0, 59.0], [24.0, 36.0]]",1141.0,1995.5,217.45,38.5,38.5,57.43,55.47,0,0,0
